Period,Ngày nhập kho,SUB code,Item code,Type,QTY ACTUAL,QTY RETURN,Ghi chú
2026-04,2026-04-08 00:00:00,,TPAX00384NA,MAT,1455,,
2026-04,2026-04-08 00:00:00,,TPAX00377NA,MAT,1080,,
2026-04,2026-04-08 00:00:00,,TPAX00209NA,MAT,6600,,
2026-04,2026-04-08 00:00:00,,HOUX00212NA,MAT,2000,,
2026-04,2026-04-08 00:00:00,,HOUX01210NA,MAT,2000,,
2026-04,2026-04-08 00:00:00,,HOUX00659NA,MAT,1500,,
2026-04,2026-04-08 00:00:00,,HOUX01114NA,MAT,1500,,
2026-04,2026-04-08 00:00:00,,HOUX01194NA,MAT,780,,
2026-04,2026-04-08 00:00:00,,HOUX01204NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,HOUX01206NA,MAT,500,,
2026-04,2026-04-08 00:00:00,,HOUX01211NA,MAT,1500,,
2026-04,2026-04-08 00:00:00,,TPAX00107NA,MAT,1500,,
2026-04,2026-04-08 00:00:00,,TPAX00197NA,MAT,15560,,
2026-04,2026-04-08 00:00:00,,TPAX00198NA,MAT,16500,,
2026-04,2026-04-08 00:00:00,,TPAX00206NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,CORX00081NA,MAT,49,,
2026-04,2026-04-08 00:00:00,,HOUX00746NA,MAT,2000,,
2026-04,2026-04-08 00:00:00,,HOUX00750NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,TPAX00084NA,MAT,2000,,
2026-04,2026-04-08 00:00:00,,HOUX01136NA,MAT,2000,,
2026-04,2026-04-08 00:00:00,,HOUX01139NA,MAT,2000,,
2026-04,2026-04-08 00:00:00,,TAPB00003NA,MAT,4440,,
2026-04,2026-04-08 00:00:00,,TAPA00013NA,MAT,6080,,
2026-04,2026-04-08 00:00:00,,HOUX00065NA,MAT,2000,,
2026-04,2026-04-08 00:00:00,,HOUX00369NA,MAT,1060,,
2026-04,2026-04-08 00:00:00,,HOUX00642NA,MAT,560,,
2026-04,2026-04-08 00:00:00,,HOUX00789NA,MAT,280,,
2026-04,2026-04-08 00:00:00,,HOUX00850NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,HOUX01122NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,HOUX01123NA,MAT,500,,
2026-04,2026-04-08 00:00:00,,HOUX01128NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,HOUX01131NA,MAT,280,,
2026-04,2026-04-08 00:00:00,,HOUX01132NA,MAT,500,,
2026-04,2026-04-08 00:00:00,,HOUX01148NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,HOUX01156NA,MAT,2000,,
2026-04,2026-04-08 00:00:00,,HOUX01217NA,MAT,500,,
2026-04,2026-04-08 00:00:00,,HOUX01234NA,MAT,500,,
2026-04,2026-04-08 00:00:00,,HOUX01239NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,HOUX01241NA,MAT,500,,
2026-04,2026-04-08 00:00:00,,HOUX01364NA,MAT,500,,
2026-04,2026-04-08 00:00:00,,SELA00029NA,MAT,280,,
2026-04,2026-04-08 00:00:00,,SELA00032NA,MAT,280,,
2026-04,2026-04-08 00:00:00,,SELA00037NA,MAT,500,,
2026-04,2026-04-08 00:00:00,,SLVB00002NA,MAT,840,,
2026-04,2026-04-08 00:00:00,,TPAX00080NA,MAT,560,,
2026-04,2026-04-08 00:00:00,,TPAX00101NA,MAT,3000,,
2026-04,2026-04-08 00:00:00,,TPAX00142NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,TPAX00199NA,MAT,3560,,
2026-04,2026-04-08 00:00:00,,TPAX00200NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,TPAX00201NA,MAT,4000,,
2026-04,2026-04-08 00:00:00,,TPAX00202NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,TPAX00203NA,MAT,280,,
2026-04,2026-04-08 00:00:00,,TPAX00205NA,MAT,280,,
2026-04,2026-04-08 00:00:00,,TPAX00214NA,MAT,500,,
2026-04,2026-04-08 00:00:00,,TPAX00215NA,MAT,1560,,
2026-04,2026-04-08 00:00:00,,TPAX00216NA,MAT,500,,
2026-04,2026-04-08 00:00:00,,TPAX00219NA,MAT,3000,,
2026-04,2026-04-08 00:00:00,,TPAX00220NA,MAT,280,,
2026-04,2026-04-08 00:00:00,,TPAX00229NA,MAT,1060,,
2026-04,2026-04-08 00:00:00,,TPAX00232NA,MAT,280,,
2026-04,2026-04-08 00:00:00,,TPAX00244NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,TPAX00299NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,HOUX01440NA,MAT,500,,
2026-04,2026-04-08 00:00:00,,HOUX00021NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,TPAX00345NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,HOUX01969NA,MAT,500,,
2026-04,2026-04-08 00:00:00,,HOUX02103NA,MAT,280,,
2026-04,2026-04-08 00:00:00,,TPAX00391NA,MAT,280,,
2026-04,2026-04-08 00:00:00,,HOUX00341NA,MAT,280,,
2026-04,2026-04-08 00:00:00,,TPAX00231NA,MAT,280,,
2026-04,2026-04-08 00:00:00,,SLVB00001NA,MAT,280,,
2026-04,2026-04-08 00:00:00,,HOUX01548NA,MAT,2000,,
2026-04,2026-04-08 00:00:00,,TPAX00288NA,MAT,2000,,
2026-04,2026-04-08 00:00:00,,CATX00072NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,TPAX00213NA,MAT,1120,,
2026-04,2026-04-08 00:00:00,,HOUX01842NA,MAT,500,,
2026-04,2026-04-08 00:00:00,,HOUX00820NA,MAT,280,,
2026-04,2026-04-08 00:00:00,,TPAX00132NA,MAT,560,,
2026-04,2026-04-08 00:00:00,,TPAX00141NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,TPAX00027NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,HOUX00398NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,TPAX00005NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,TPAX00383NA,MAT,560,,
2026-04,2026-04-08 00:00:00,,HOUX02060NA,MAT,3000,,
2026-04,2026-04-08 00:00:00,,TPAX00373NA,MAT,4280,,
2026-04,2026-04-08 00:00:00,,HOUX00140NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,HOUX00139NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,HOUX00316NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,TPAX00010NA,MAT,2000,,
2026-04,2026-04-08 00:00:00,,TPAX00009NA,MAT,2000,,
2026-04,2026-04-08 00:00:00,,TPAX00146NA,MAT,4000,,
2026-04,2026-04-08 00:00:00,,HOUX01476NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,HOUX01245NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,HOUX00315NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,HOUX00385NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,HOUX00258NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,HOUX00855NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,HOUX00396NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,SLVA00014NA,MAT,2000,,
2026-04,2026-04-08 00:00:00,,TPAX00217NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,TPAX00235NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,TPAX00145NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,TPAX00139NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,HOUX01125NA,MAT,500,,
2026-04,2026-04-08 00:00:00,,HOUX01126NA,MAT,500,,
2026-04,2026-04-08 00:00:00,,TPAX00381NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,HOUX00444NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,HOUX02121NA,MAT,2000,,
2026-04,2026-04-08 00:00:00,,HOUX00445NA,MAT,2000,,
2026-04,2026-04-08 00:00:00,,HOUX00443NA,MAT,2000,,
2026-04,2026-04-08 00:00:00,,HOUX00666NA,MAT,4000,,
2026-04,2026-04-08 00:00:00,,HOUX00667NA,MAT,8000,,
2026-04,2026-04-08 00:00:00,,HOUX00082NA,MAT,2000,,
2026-04,2026-04-08 00:00:00,,HOUX00133NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,HOUX00978NA,MAT,2000,,
2026-04,2026-04-08 00:00:00,,HOUX01538NA,MAT,2000,,
2026-04,2026-04-08 00:00:00,,HOUX01553NA,MAT,2000,,
2026-04,2026-04-08 00:00:00,,TPAX00047NA,MAT,6000,,
2026-04,2026-04-08 00:00:00,,TPAX00001NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,TPAX00284NA,MAT,2000,,
2026-04,2026-04-08 00:00:00,,TPAX00291NA,MAT,2000,,
2026-04,2026-04-08 00:00:00,,HOUX00234NA,MAT,2000,,
2026-04,2026-04-08 00:00:00,,HOUX01562NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,HOUX01563NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,TPAX00376NA,MAT,500,,
2026-04,2026-04-08 00:00:00,,HOUX01110NA,MAT,280,,
2026-04,2026-04-08 00:00:00,,HOUX02742NA,MAT,1000,,
2026-04,2026-04-08 00:00:00,,HOUX02544NA,MAT,700,,
2026-04,2026-04-08 00:00:00,,HOUX00161NA,MAT,560,,
2026-04,2026-04-08 00:00:00,,HOUX02555NA,MAT,560,,
2026-04,2026-04-08 00:00:00,,HOUX02605NA,MAT,280,,
2026-04,2026-04-08 00:00:00,,HOUX02061NA,MAT,280,,
2026-04,2026-04-08 00:00:00,,TPAX00221NA,MAT,280,,
2026-04,2026-04-08 00:00:00,,EAD65616822-C,WIP,1000,,
2026-04,2026-04-08 00:00:00,,EAD65616818-C,WIP,1000,,
2026-04,2026-04-08 00:00:00,,EAD62428629-C,WIP,2000,,
2026-04,2026-04-08 00:00:00,,EAD66010222-C,WIP,1000,,
2026-04,2026-04-08 00:00:00,,EAD64169023-C,WIP,500,,
2026-04,2026-04-08 00:00:00,,EAD63647078-C,WIP,280,,
2026-04,2026-04-08 00:00:00,,EAD63707539-C,WIP,280,,
2026-04,2026-04-08 00:00:00,,EAD63707525-C,WIP,280,,
2026-04,2026-04-08 00:00:00,,EAD63707540-C,WIP,560,,
2026-04,2026-04-08 00:00:00,,EAD63647078-C-TUBA-083,TUB,280,,
2026-04,2026-04-08 00:00:00,,EAD62428629-C-TUBA-085,TUB,2000,,
2026-04,2026-04-09 00:00:00,,TAPB00003NA,MAT,1920,,
2026-04,2026-04-09 00:00:00,,TAPA00013NA,MAT,7980,,
2026-04,2026-04-09 00:00:00,,HOUX01320NA,MAT,4000,,
2026-04,2026-04-09 00:00:00,,BAGC00005NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,BNDC00002NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,HOUX00015NA,MAT,3400,,
2026-04,2026-04-09 00:00:00,,HOUX00065NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,HOUX00369NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,HOUX00494NA,MAT,500,,
2026-04,2026-04-09 00:00:00,,HOUX00642NA,MAT,1100,,
2026-04,2026-04-09 00:00:00,,HOUX00659NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,HOUX01084NA,MAT,500,,
2026-04,2026-04-09 00:00:00,,HOUX01107NA,MAT,200,,
2026-04,2026-04-09 00:00:00,,HOUX01113NA,MAT,380,,
2026-04,2026-04-09 00:00:00,,HOUX01114NA,MAT,1100,,
2026-04,2026-04-09 00:00:00,,HOUX01122NA,MAT,200,,
2026-04,2026-04-09 00:00:00,,HOUX01128NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,HOUX01131NA,MAT,1100,,
2026-04,2026-04-09 00:00:00,,HOUX01137NA,MAT,1100,,
2026-04,2026-04-09 00:00:00,,HOUX01139NA,MAT,100,,
2026-04,2026-04-09 00:00:00,,HOUX01145NA,MAT,200,,
2026-04,2026-04-09 00:00:00,,HOUX01146NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,HOUX01156NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,HOUX01217NA,MAT,1100,,
2026-04,2026-04-09 00:00:00,,HOUX01364NA,MAT,1100,,
2026-04,2026-04-09 00:00:00,,SELA00035NA,MAT,3760,,
2026-04,2026-04-09 00:00:00,,SELA00037NA,MAT,100,,
2026-04,2026-04-09 00:00:00,,SLVB00006NA,MAT,2000,,
2026-04,2026-04-09 00:00:00,,TPAX00048NA,MAT,3500,,
2026-04,2026-04-09 00:00:00,,TPAX00051NA,MAT,2500,,
2026-04,2026-04-09 00:00:00,,TPAX00080NA,MAT,1100,,
2026-04,2026-04-09 00:00:00,,TPAX00097NA,MAT,2000,,
2026-04,2026-04-09 00:00:00,,TPAX00101NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,TPAX00107NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,TPAX00197NA,MAT,2400,,
2026-04,2026-04-09 00:00:00,,TPAX00198NA,MAT,4300,,
2026-04,2026-04-09 00:00:00,,TPAX00199NA,MAT,2200,,
2026-04,2026-04-09 00:00:00,,TPAX00200NA,MAT,2400,,
2026-04,2026-04-09 00:00:00,,TPAX00201NA,MAT,2000,,
2026-04,2026-04-09 00:00:00,,TPAX00203NA,MAT,2000,,
2026-04,2026-04-09 00:00:00,,TPAX00219NA,MAT,4000,,
2026-04,2026-04-09 00:00:00,,TPAX00229NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,TPAX00244NA,MAT,2200,,
2026-04,2026-04-09 00:00:00,,TPAX00246NA,MAT,1100,,
2026-04,2026-04-09 00:00:00,,TPAX00299NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,TPAX00251NA,MAT,100,,
2026-04,2026-04-09 00:00:00,,HOUX02064NA,MAT,100,,
2026-04,2026-04-09 00:00:00,,TPAX00153NA,MAT,300,,
2026-04,2026-04-09 00:00:00,,HOUX01958NA,MAT,100,,
2026-04,2026-04-09 00:00:00,,HOUX01959NA,MAT,100,,
2026-04,2026-04-09 00:00:00,,HOUX01960NA,MAT,100,,
2026-04,2026-04-09 00:00:00,,HOUX01961NA,MAT,200,,
2026-04,2026-04-09 00:00:00,,BAGA00005NA,MAT,1100,,
2026-04,2026-04-09 00:00:00,,HOUX01962NA,MAT,100,,
2026-04,2026-04-09 00:00:00,,HOUX00341NA,MAT,1500,,
2026-04,2026-04-09 00:00:00,,TPAX00231NA,MAT,1100,,
2026-04,2026-04-09 00:00:00,,HOUX01081NA,MAT,100,,
2026-04,2026-04-09 00:00:00,,HOUX01531NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,HOUX01548NA,MAT,2000,,
2026-04,2026-04-09 00:00:00,,TPAX00282NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,TPAX00288NA,MAT,2000,,
2026-04,2026-04-09 00:00:00,,HOUX00202NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,HOUX00751NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,HOUX01519NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,TPAX00279NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,HOUX00374NA,MAT,600,,
2026-04,2026-04-09 00:00:00,,CATX00072NA,MAT,2000,,
2026-04,2026-04-09 00:00:00,,HOUX00453NA,MAT,500,,
2026-04,2026-04-09 00:00:00,,HOUX00476NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,SELA00036NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,TPAX00147NA,MAT,2500,,
2026-04,2026-04-09 00:00:00,,HOUX00383NA,MAT,500,,
2026-04,2026-04-09 00:00:00,,TPAX00234NA,MAT,500,,
2026-04,2026-04-09 00:00:00,,HOUX00057NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,HOUX00224NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,HOUX00733NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,HOUX00858NA,MAT,2500,,
2026-04,2026-04-09 00:00:00,,HOUX00861NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,TPAX00086NA,MAT,2000,,
2026-04,2026-04-09 00:00:00,,TPAX00026NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,TPAX00149NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,HOUX00820NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,TPAX00132NA,MAT,2000,,
2026-04,2026-04-09 00:00:00,,HOUX02060NA,MAT,4000,,
2026-04,2026-04-09 00:00:00,,TPAX00388NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,TPAX00373NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,HOUX01476NA,MAT,500,,
2026-04,2026-04-09 00:00:00,,HOUX00385NA,MAT,500,,
2026-04,2026-04-09 00:00:00,,HOUX00855NA,MAT,500,,
2026-04,2026-04-09 00:00:00,,HOUX00396NA,MAT,500,,
2026-04,2026-04-09 00:00:00,,SLVA00014NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,TPAX00235NA,MAT,500,,
2026-04,2026-04-09 00:00:00,,TPAX00145NA,MAT,500,,
2026-04,2026-04-09 00:00:00,,TPAX00139NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,TPAX00143NA,MAT,500,,
2026-04,2026-04-09 00:00:00,,HOUX00852NA,MAT,500,,
2026-04,2026-04-09 00:00:00,,HOUX00848NA,MAT,500,,
2026-04,2026-04-09 00:00:00,,TPAX00140NA,MAT,500,,
2026-04,2026-04-09 00:00:00,,HOUX02048NA,MAT,100,,
2026-04,2026-04-09 00:00:00,,HOUX00750NA,MAT,500,,
2026-04,2026-04-09 00:00:00,,HOUX00243NA,MAT,500,,
2026-04,2026-04-09 00:00:00,,HOUX01694NA,MAT,500,,
2026-04,2026-04-09 00:00:00,,HOUX00753NA,MAT,1500,,
2026-04,2026-04-09 00:00:00,,HOUX00847NA,MAT,500,,
2026-04,2026-04-09 00:00:00,,HOUX01659NA,MAT,500,,
2026-04,2026-04-09 00:00:00,,TPAX00028NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,TPAX00055NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,TPAX00084NA,MAT,1500,,
2026-04,2026-04-09 00:00:00,,TPAX00116NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,TPAX00495NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,HOUX00444NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,HOUX02121NA,MAT,2000,,
2026-04,2026-04-09 00:00:00,,HOUX00445NA,MAT,2000,,
2026-04,2026-04-09 00:00:00,,HOUX00443NA,MAT,2000,,
2026-04,2026-04-09 00:00:00,,HOUX00666NA,MAT,4000,,
2026-04,2026-04-09 00:00:00,,HOUX00665NA,MAT,16000,,
2026-04,2026-04-09 00:00:00,,HOUX00667NA,MAT,8000,,
2026-04,2026-04-09 00:00:00,,HOUX00082NA,MAT,2000,,
2026-04,2026-04-09 00:00:00,,HOUX00133NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,HOUX00978NA,MAT,2000,,
2026-04,2026-04-09 00:00:00,,HOUX01538NA,MAT,2000,,
2026-04,2026-04-09 00:00:00,,HOUX01553NA,MAT,2000,,
2026-04,2026-04-09 00:00:00,,TPAX00047NA,MAT,6000,,
2026-04,2026-04-09 00:00:00,,TPAX00001NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,TPAX00284NA,MAT,2000,,
2026-04,2026-04-09 00:00:00,,TPAX00291NA,MAT,2000,,
2026-04,2026-04-09 00:00:00,,HOUX00234NA,MAT,2000,,
2026-04,2026-04-09 00:00:00,,HOUX01562NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,HOUX01563NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,TPAX00376NA,MAT,1100,,
2026-04,2026-04-09 00:00:00,,TPAX00384NA,MAT,200,,
2026-04,2026-04-09 00:00:00,,TPAX00377NA,MAT,380,,
2026-04,2026-04-09 00:00:00,,BAGA00007NA,MAT,2500,,
2026-04,2026-04-09 00:00:00,,CORX00081NA,MAT,2000,,
2026-04,2026-04-09 00:00:00,,HOUX00378NA,MAT,280,,
2026-04,2026-04-09 00:00:00,,HOUX01106NA,MAT,1000,,
2026-04,2026-04-09 00:00:00,,HOUX01152NA,MAT,500,,
2026-04,2026-04-09 00:00:00,,HOUX01213NA,MAT,500,,
2026-04,2026-04-09 00:00:00,,HOUX01215NA,MAT,500,,
2026-04,2026-04-09 00:00:00,,SELA00031NA,MAT,560,,
2026-04,2026-04-09 00:00:00,,TPAX00402NA,MAT,280,,
2026-04,2026-04-09 00:00:00,,HOUX01273NA,MAT,280,,
2026-04,2026-04-09 00:00:00,,EAD65616822-C,WIP,1000,,
2026-04,2026-04-09 00:00:00,,7200007556-C,WIP,289,,
2026-04,2026-04-09 00:00:00,,EAD62090005-C,WIP,2000,,
2026-04,2026-04-09 00:00:00,,EAD65616818-C,WIP,1000,,
2026-04,2026-04-09 00:00:00,,EAD64545392-C,WIP,1000,,
2026-04,2026-04-09 00:00:00,,EAD62468244-C,WIP,4000,,
2026-04,2026-04-09 00:00:00,,EAD64587804-C,WIP,6000,,
2026-04,2026-04-09 00:00:00,,7200007556-C-TUBC-210,TUB,289,,
2026-04,2026-04-09 00:00:00,,EAD64545392-C-TUBA-075,TUB,1000,,
2026-04,2026-04-09 00:00:00,,EAD63913527-C,WIP,1000,,
2026-04,2026-04-09 00:00:00,,EAD63913527-C-TUBA-089,TUB,1000,,
2026-04,2026-04-09 00:00:00,,EAD63913527-C-TUBC-114,TUB,1000,,
2026-04,2026-04-10 00:00:00,,EAD63911348-C,WIP,1000,,
2026-04,2026-04-10 00:00:00,,EAD65616818-C,WIP,1000,,
2026-04,2026-04-10 00:00:00,,EAD65895024-C,WIP,1500,,
2026-04,2026-04-10 00:00:00,,6850EC3006V-C,WIP,2000,,
2026-04,2026-04-10 00:00:00,,EAD66006019-C,WIP,2000,,
2026-04,2026-04-10 00:00:00,,EAD64587804-C,WIP,4000,,
2026-04,2026-04-10 00:00:00,,EAD64169023-C,WIP,1000,,
2026-04,2026-04-10 00:00:00,,EAD63911348-C-TUBA-089,TUB,1000,,
2026-04,2026-04-10 00:00:00,,EAD65895024-C-TUBC-101,TUB,1500,,
2026-04,2026-04-10 00:00:00,,HOUX00539NA,MAT,840,,
2026-04,2026-04-10 00:00:00,,HOUX00589NA,MAT,280,,
2026-04,2026-04-10 00:00:00,,HOUX01124NA,MAT,2030,,
2026-04,2026-04-10 00:00:00,,HOUX01160NA,MAT,280,,
2026-04,2026-04-10 00:00:00,,HOUX01190NA,MAT,560,,
2026-04,2026-04-10 00:00:00,,HOUX01195NA,MAT,2280,,
2026-04,2026-04-10 00:00:00,,HOUX01200NA,MAT,280,,
2026-04,2026-04-10 00:00:00,,TPAX00065NA,MAT,280,,
2026-04,2026-04-10 00:00:00,,TPAX00206NA,MAT,2280,,
2026-04,2026-04-10 00:00:00,,HOUX01095NA,MAT,280,,
2026-04,2026-04-10 00:00:00,,HOUX02142NA,MAT,280,,
2026-04,2026-04-10 00:00:00,,HOUX02305NA,MAT,274,,
2026-04,2026-04-10 00:00:00,,HOUX02544NA,MAT,140,,
2026-04,2026-04-10 00:00:00,,BAGC00005NA,MAT,300,,
2026-04,2026-04-10 00:00:00,,BNDC00002NA,MAT,300,,
2026-04,2026-04-10 00:00:00,,HOUX00015NA,MAT,900,,
2026-04,2026-04-10 00:00:00,,HOUX00065NA,MAT,2000,,
2026-04,2026-04-10 00:00:00,,HOUX00211NA,MAT,300,,
2026-04,2026-04-10 00:00:00,,HOUX00494NA,MAT,1000,,
2026-04,2026-04-10 00:00:00,,HOUX00642NA,MAT,300,,
2026-04,2026-04-10 00:00:00,,HOUX01084NA,MAT,1000,,
2026-04,2026-04-10 00:00:00,,HOUX01107NA,MAT,3000,,
2026-04,2026-04-10 00:00:00,,HOUX01127NA,MAT,400,,
2026-04,2026-04-10 00:00:00,,HOUX01128NA,MAT,300,,
2026-04,2026-04-10 00:00:00,,HOUX01131NA,MAT,300,,
2026-04,2026-04-10 00:00:00,,HOUX01137NA,MAT,300,,
2026-04,2026-04-10 00:00:00,,HOUX01139NA,MAT,100,,
2026-04,2026-04-10 00:00:00,,HOUX01251NA,MAT,100,,
2026-04,2026-04-10 00:00:00,,HOUX01362NA,MAT,300,,
2026-04,2026-04-10 00:00:00,,HOUX01364NA,MAT,3400,,
2026-04,2026-04-10 00:00:00,,SELA00029NA,MAT,900,,
2026-04,2026-04-10 00:00:00,,TAPB00003NA,MAT,11340,,
2026-04,2026-04-10 00:00:00,,TAPA00013NA,MAT,28140,,
2026-04,2026-04-10 00:00:00,,TPAX00048NA,MAT,1000,,
2026-04,2026-04-10 00:00:00,,TPAX00051NA,MAT,1000,,
2026-04,2026-04-10 00:00:00,,TPAX00080NA,MAT,1300,,
2026-04,2026-04-10 00:00:00,,TPAX00097NA,MAT,3000,,
2026-04,2026-04-10 00:00:00,,TPAX00101NA,MAT,5000,,
2026-04,2026-04-10 00:00:00,,TPAX00199NA,MAT,600,,
2026-04,2026-04-10 00:00:00,,TPAX00200NA,MAT,8600,,
2026-04,2026-04-10 00:00:00,,TPAX00202NA,MAT,400,,
2026-04,2026-04-10 00:00:00,,TPAX00203NA,MAT,900,,
2026-04,2026-04-10 00:00:00,,TPAX00219NA,MAT,4100,,
2026-04,2026-04-10 00:00:00,,TPAX00244NA,MAT,6800,,
2026-04,2026-04-10 00:00:00,,TPAX00246NA,MAT,300,,
2026-04,2026-04-10 00:00:00,,TPAX00299NA,MAT,500,,
2026-04,2026-04-10 00:00:00,,TPAX00004NA,MAT,13000,,
2026-04,2026-04-10 00:00:00,,HOUX01086NA,MAT,2000,,
2026-04,2026-04-10 00:00:00,,HOUX00021NA,MAT,3000,,
2026-04,2026-04-10 00:00:00,,BAGA00005NA,MAT,300,,
2026-04,2026-04-10 00:00:00,,HOUX00341NA,MAT,1000,,
2026-04,2026-04-10 00:00:00,,TPAX00231NA,MAT,2000,,
2026-04,2026-04-10 00:00:00,,HOUX01548NA,MAT,2500,,
2026-04,2026-04-10 00:00:00,,TPAX00288NA,MAT,2500,,
2026-04,2026-04-10 00:00:00,,HOUX01519NA,MAT,2000,,
2026-04,2026-04-10 00:00:00,,TPAX00279NA,MAT,2000,,
2026-04,2026-04-10 00:00:00,,HOUX00374NA,MAT,1000,,
2026-04,2026-04-10 00:00:00,,CATX00072NA,MAT,1000,,
2026-04,2026-04-10 00:00:00,,HOUX00453NA,MAT,1000,,
2026-04,2026-04-10 00:00:00,,HOUX01931NA,MAT,1000,,
2026-04,2026-04-10 00:00:00,,SELA00036NA,MAT,300,,
2026-04,2026-04-10 00:00:00,,TAPB00012NA,MAT,90,,
2026-04,2026-04-10 00:00:00,,HOUX01842NA,MAT,3300,,
2026-04,2026-04-10 00:00:00,,TPAX00111NA,MAT,4000,,
2026-04,2026-04-10 00:00:00,,TPAX00147NA,MAT,1000,,
2026-04,2026-04-10 00:00:00,,HOUX00383NA,MAT,1000,,
2026-04,2026-04-10 00:00:00,,TPAX00234NA,MAT,1000,,
2026-04,2026-04-10 00:00:00,,HOUX00057NA,MAT,1000,,
2026-04,2026-04-10 00:00:00,,HOUX00858NA,MAT,1000,,
2026-04,2026-04-10 00:00:00,,HOUX00820NA,MAT,2000,,
2026-04,2026-04-10 00:00:00,,TPAX00132NA,MAT,4000,,
2026-04,2026-04-10 00:00:00,,TPAX00307NA,MAT,3000,,
